Team_id,Player_id,Position
26,69375,D
26,52197,G
26,21683,M
26,74341,D
26,96182,F
26,4511,D
26,111212,M
26,109915,F
26,80767,F
26,33568,M
26,29106,D
27,22932,M
27,69956,M
27,36096,D
27,12462,M
27,27349,D
27,14805,D
27,33590,M
27,21499,D
27,10133,G
27,31376,F
27,32323,M
