135727,Alfie Mawson
92331,Florin Gardos
4574,Glen Johnson
33833,Jack Rodwell
42686,Jack Wilshere
92550,Jack Stephens
13361,Fernando Llorente
8786,Joe Hart
243814,Eric Bailly
81726,Phil Jones
315290,Jonathan Leko
31376,Odion Ighalo
34098,Eduardo
7616,David Nugent
342565,Kyle Scott
28421,Henrikh Mkhitaryan
34302,Nacer Chadli
326414,Jonathan Benteke
335593,Matty Willock
93309,James Husband
349750,Rayhaan Tulloch
135837,Tommy Smith
122980,Arthur Masuaku
34131,Kyle Naughton
79442,Ezequiel Schelotto
82102,Charlie Austin
299450,Renato Sanches
12431,Christian Fuchs
109670,Patrick Bamford
83335,Danny Williams
297544,Mason Holgate
141312,Davide Zappacosta
84146,Alex Oxlade-Chamberlain
11020,Joe Ledley
96257,Christian Atsu
44847,Federico Fernandez
332416,Michael Folivi
332411,Brandon Mason
332410,Charlie Rowan
332412,Carl Stewart
141414,Brad Smith
138785,Joe Lolley
12267,Aleksandar Kolarov
36745,David Ospina
81959,Giannelli Imbula
70099,Ciaran Clark
14111,Artur Boruc
14114,Victor Anichebe
91822,Jeffrey Schlupp
92804,Elias Kachunga
126958,DeAndre Yedlin
71647,Simone Zaza
19471,Bacary Sagna
14058,Dimitri Payet
69877,Adam Smith
69090,Markus Henriksen
14053,Yaya Toure
69878,Ryan Mason
8327,Charlie Adam
131464,James Tarkowski
68393,Christian Kabasele
316077,Tom Davies
17708,Tom Heaton
107941,Michael Keane
21742,Havard Nordtveit
107942,Ezekiel Fryers
135366,Ayoze Perez
11367,Mathieu Debuchy
75138,Daniel Drinkwater
74921,Manolo Gabbiadini
134115,Callum Wilson
130964,Edimilson Fernandes
110154,Memphis Depay
35328,Albert Adomah
33404,Eden Hazard
33403,Rudy Gestede
75919,Kiko Femenia
88300,Danilo
29796,Fraser Forster
107846,Kevin Stewart
74586,Ryan Allsop
33568,Georginio Wijnaldum
145277,Philip Billing
9002,David Marshall
78193,Fredrik Ulvestad
5487,Gerhard Tremmel
303387,Marcus Browne
122294,Chuba Akpom
27586,David Luiz
77429,Davy Propper
4759,Wayne Routledge
109000,Jesse Lingard
27421,Andrea Ranocchia
6775,Petr Cech
68659,Jordan Henderson
68852,Eliaquim Mangala
15834,Kevin Mirallas
332836,Joel Taylor
40036,Matt Phillips
83078,Kieran Trippier
336915,Scott McTominay
330545,Sead Haksabanovic
19859,Jose Fonte
86454,Jeff Hendrick
296522,Connor Randall
122366,Anthony Martial
18296,Antonio Valencia
82593,Jonathan Hogg
90802,Jordy Clasie
22738,Marouane Fellaini
132360,Christopher Schindler
333044,Harry Wilson
29545,Steve Mandanda
29544,Morgan Schneiderlin
91434,Allan Nyom
66957,Giedrius Arlauskis
320639,Filip Lesniak
20339,James McArthur
27512,Jeremain Lens
297165,Keshi Anderson
82923,Gaston Ramirez
135259,Steve Mounie
115726,Andrew Robertson
101135,Adam Reach
26236,Kristoffer Nordfeldt
1034,Shay Given
6321,Mathieu Flamini
111212,Emre Can
35174,Leroy Fer
34171,Erwin Mulder
122945,Nathan Ake
13298,Samir Nasri
329842,Thibaud Verlinden
30395,Darron Gibson
36096,Miguel Britos
141451,Matthew Pennington
313672,Kyle Walker-Peters
42248,Jeremy Pied
4835,Joey Barton
4522,Santi Cazorla
123167,Tyrone Mings
38128,Nemanja Matic
316858,Aaron Ramsdale
141510,Reece Burke
141512,Duncan Watmore
288795,Rob Holding
300299,Marcus Rashford
107462,Charlie Taylor
23736,Daniel Sturridge
34949,Henri Saivet
13797,Adam Federici
13796,Theo Walcott
13798,Shane Long
66741,Cheikhou Kouyate
14013,Lukas Jutkiewicz
323442,Ben Hinchcliffe
74606,Kevin Long
254550,Matt Macey
101859,Pierre-Emile HÀjbjerg
8409,Rickie Lambert
27188,Mohamed Diame
93647,Benik Afobe
13814,Nathan Dyer
104035,Michael Hefele
105962,Benjamin Mendy
75177,Marc Muniesa
71327,Kyle Bartley
85070,Marten de Roon
91267,Nolito
90983,Muhamed Besic
23072,Nacho Monreal
42147,Marc Albrighton
243548,Jose Izquierdo
84796,Raphael Spiegel
44687,Martin Kelly
25604,Hugo Lloris
21427,Glenn Murray
74077,Scott Malone
41065,Oscar
108638,Will Hughes
83683,Serge Aurier
134258,Connor Goldson
69945,Cedric Soares
14085,Antonio Barragan
131519,Dele Alli
141469,Dominic Calvert-Lewin
93160,Ryan Fraser
5835,Darren Fletcher
67491,Jordan Ayew
9298,Simon Francis
90278,Nampalys Mendy
18538,Jesus Gamez
335107,Juan Foyth
20973,Lukasz Fabianski
83456,Papy Djilobodji
83455,Bryan Oviedo
67327,Bernardo Espinosa
18310,Eldin Jakupovic
71174,Ander Herrera
280770,Alex Palmer
145940,Isaac Success
327852,Ovie Ejaria
33930,James Tomkins
28981,Tomer Hemed
19545,Kasper Schmeichel
27550,Kieran Gibbs
14268,Lee Cattermole
22079,Jonny Evans
15764,Stephen Ward
26820,Aaron Ramsey
14260,Sergio Aguero
303379,Donald Love
29463,Willian
136824,Alex Iwobi
81523,Mat Ryan
29299,Fraizer Campbell
323564,Julien Ngoy
44031,Fabio
33477,Markus Suttner
312584,Joel Pereira
37204,Maya Yoshida
8148,James Collins
8222,Leighton Baines
260289,Ramadan Sobhi
67300,Ron-Robert Zieler
24827,Charlie Daniels
23446,Marc Wilson
111141,Oumar Niasse
4567,Bastian Schweinsteiger
332326,Elliot Embleton
332325,Declan Rice
91213,Alvaro Morata
331515,Michael Phillips
116317,Abdoulaye Doucoure
91762,Danny Ings
259134,Max Stryjek
349444,Max Melbourne
11104,Alvaro Arbeloa
101550,Kevin Wimmer
331923,Noor Husin
296870,Sam Surridge
2809,Stuart Taylor
136742,Jan Bednarek
136741,Bernardo Silva
7895,Julian Speroni
43105,Joel Ward
83532,Harry Kane
7890,Robert Green
105171,Jamaal Lascelles
105797,Jordon Ibe
91909,Son Heung-Min
121774,Ederson Ederson
42915,Lee Chung-yong
31402,Bojan
136356,Isaac Hayden
338497,Angel Gomes
338496,Josh Harrop
338495,Daniel Batty
95408,Virgil van Dijk
92729,Nathaniel Chalobah
336237,Nathan Holland
336236,Moses Makasi
89401,Granit Xhaka
338499,Zachary Dearnley
338498,Matt Worthington
25964,Salomon Rondon
94030,Jon Flanagan
5566,Dean Marney
90780,Oriol Romeu
333255,Abdelhamid Sabiri
99487,Harry Maguire
31101,Dusan Kuciak
81026,Joshua King
10136,Vincent Kompany
10133,Heurelho Gomes
244303,Oliver Burke
71381,Wahbi Khazri
5554,Steve Sidwell
78498,Romelu Lukaku
34749,Willy Caballero
317243,Sam Field
19114,Martin Cranie
336285,Rhian Brewster
78221,Patrick van Aanholt
8137,Joleon Lescott
33064,Victor Moses
105172,James Ward-Prowse
15338,Branislav Ivanovic
33386,Ashley Barnes
70676,Pedro Obiang
136464,Tosin Adarabioyo
23383,Andy Carroll
315543,Ola Aina
315544,Kasey Palmer
9795,Ikechi Anya
80464,Idrissa Gueye
134459,Sam Clucas
238916,Mikel Merino
331254,Phil Foden
115279,Aleksandar Mitrovic
4905,Michael Dawson
131523,Brendan Galloway
23957,Bruno
81681,Joel Robles
322418,Ethan Ampadu
10254,Ben Watson
344380,Harry Souttar
4065,Maarten Stekelenburg
96182,Roberto Firmino
69912,Junior Stanislas
68662,Steve Cook
33704,Jordan Rhodes
26013,Mame Biram Diouf
29832,Ben Hamer
316536,Luke Dreher
70493,Luka Milivojevic
252285,Thomas Robson
42916,Ki Sung-yueng
136776,Matt Targett
8773,Gareth McAuley
14255,Stefano Okaka
80767,Philippe Coutinho
301029,Cameron Carter-Vickers
12187,Mousa Dembele
333311,Thomas Edwards
97752,Paul Pogba
135179,Joel Coleman
97692,Raheem Sterling
123481,Mario Lemina
93577,Ahmed Musa
69609,Jan Kirchhoff
32741,Abel Hernandez
102248,Emiliano Martinez
29798,Ryan Shawcross
34214,Lamine Kone
6695,Jonas Olsson
93473,Robbie Brady
104749,Riyad Mahrez
8176,Dean Whitehead
294139,Luis Hernandez
124316,Calum Chambers
118303,Sam Byram
5641,Stewart Downing
25241,Craig Cathcart
25244,Alexis Sanchez
52197,Simon Mignolet
288783,Greg Luer
42705,Wilfried Bony
105720,Nick Pope
302862,Jack Simpson
90907,Tom Carroll
4511,James Milner
70033,Daley Blind
35003,Javier Chicharito
302313,Daniel James
302312,Joe Rodon
67424,Grzegorz Krychowiak
21814,Adam Legzdins
136457,Demetri Mitchell
69738,Francis Coquelin
141486,Jacob Murphy
97803,Michy Batshuayi
91879,Carl Jenkinson
234363,Sofiane Boufal
101862,Viktor Fischer
31451,Lucas Leiva
14000,Marc Pugh
349891,Nathan Ferguson
338119,Samuel Shashoua
117973,Eric Dier
104732,Paulo Gazzaniga
333888,Ben Wynter
21499,Jose Holebas
14199,Claudio Bravo
86441,Lewis Dunk
303743,Josh Tymon
22820,Dieudonne Mbokani Bezua
24400,Cristhian Stuani
84008,Marcos Alonso
330818,Ben Woodburn
38577,Alex McCarthy
12417,Grant Leadbitter
249848,Dion Henry
90996,Collin Quaner
136451,Joseph Gomez
79554,David de Gea
8484,Curtis Davies
136456,Lewis Cook
136455,Josh Onomah
25832,Troy Deeney
251136,Luke McGee
338500,Daniel Kemp
136459,Dominic Solanke
145427,Pau Lopez
25931,Cesar Azpilicueta
