166,132360,D
166,136896,D
166,29026,D
166,101664,D
166,106880,F
166,90996,F
166,131171,GK
166,82593,M
166,318153,M
166,90918,M
166,42947,M
96,38772,D
96,106086,D
96,101550,D
96,29798,D
96,3807,F
96,107395,GK
96,23444,M
96,76304,M
96,5835,M
96,26013,M
96,29809,M/F
