15,11981,D
15,130331,D
15,141312,D
15,25931,D
15,91213,F
15,73798,GK
15,114075,M
15,8040,M
15,135211,M
15,84008,M
15,33404,M/F
211,86441,D
211,32720,D
211,23957,D
211,75692,D
211,21427,F
211,81523,GK
211,77429,M
211,24238,M
211,122926,M
211,86794,M
211,71824,M/F
