27,68393,D
27,27349,D
27,21499,D
27,32323,D
27,317804,F
27,131487,F
27,10133,GK
27,69956,M
27,90000,M
27,33590,M
27,97635,M/F
14,8157,D
14,299272,D
14,12431,D
14,99487,D
14,106981,F
14,19545,GK
14,327683,M
14,34052,M
14,42147,M
14,136945,M/F
14,104749,M/F
