Player_id, won_contest, accurate_pass, touch_factor, aerial_won, saves, total_tackle_opp, yellow_card_opp, red_card_opp, goals, assists
30635,0.0,47.0,0.0851370851371,2.0,0.0,1.0,0.0,0.0,0.0,0.0
338118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323097,0.0,41.0,0.110150460364,1.0,0.0,2.0,0.0,0.0,0.0,0.0
14244,8.0,475.0,1.14504890475,23.0,0.0,41.0,2.0,0.0,1.0,1.0
23220,3.0,485.0,1.38733724812,25.0,0.0,42.0,3.0,0.0,0.0,0.0
4616,6.0,95.0,0.259777895561,1.0,0.0,8.0,0.0,0.0,1.0,2.0
288989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23054,5.0,36.0,0.126998774301,2.0,0.0,0.0,0.0,0.0,0.0,0.0
31826,31.0,717.0,2.59290979368,20.0,0.0,54.0,3.0,0.0,4.0,3.0
6105,2.0,1008.0,2.40822914178,90.0,0.0,43.0,4.0,2.0,3.0,2.0
13846,15.0,697.0,1.72034759746,14.0,0.0,50.0,6.0,0.0,2.0,0.0
94935,1.0,840.0,3.31936714972,126.0,0.0,47.0,5.0,0.0,1.0,0.0
94936,2.0,176.0,0.613794992529,6.0,0.0,6.0,0.0,0.0,0.0,0.0
24444,2.0,264.0,0.735089694869,50.0,0.0,14.0,2.0,0.0,12.0,3.0
27349,2.0,817.0,2.52804732905,62.0,0.0,36.0,10.0,2.0,1.0,1.0
331089,0.0,12.0,0.0590909090909,0.0,0.0,2.0,0.0,0.0,0.0,0.0
277239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132838,1.0,20.0,0.090744634937,0.0,0.0,3.0,0.0,0.0,0.0,0.0
30524,18.0,222.0,0.997928468231,2.0,0.0,6.0,1.0,0.0,0.0,3.0
76304,38.0,479.0,1.8393452324,2.0,0.0,11.0,2.0,0.0,4.0,2.0
10839,6.0,829.0,1.42794089289,38.0,0.0,25.0,3.0,0.0,0.0,0.0
33590,34.0,1229.0,3.60994116475,33.0,0.0,61.0,5.0,0.0,7.0,1.0
8166,11.0,357.0,0.932036431618,3.0,0.0,18.0,2.0,0.0,0.0,1.0
31281,5.0,187.0,0.591990360055,11.0,0.0,19.0,2.0,0.0,1.0,1.0
9446,15.0,487.0,1.12801626321,9.0,0.0,19.0,2.0,0.0,0.0,0.0
9794,0.0,19.0,0.112987437041,1.0,0.0,4.0,0.0,0.0,0.0,0.0
106086,5.0,103.0,0.270944814512,5.0,0.0,8.0,0.0,0.0,0.0,1.0
135865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92547,62.0,1362.0,3.46444447683,42.0,0.0,30.0,5.0,0.0,5.0,8.0
41868,6.0,208.0,0.970869218057,13.0,0.0,20.0,1.0,0.0,1.0,2.0
8247,15.0,1236.0,2.96939177741,3.0,0.0,49.0,10.0,0.0,3.0,0.0
101374,21.0,1344.0,2.14779637799,49.0,0.0,25.0,1.0,0.0,0.0,0.0
299451,9.0,82.0,0.240083781062,1.0,0.0,5.0,0.0,0.0,1.0,0.0
319889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24248,56.0,778.0,2.42033606808,44.0,0.0,18.0,10.0,0.0,20.0,7.0
101373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144711,53.0,562.0,1.38165563807,19.0,0.0,35.0,4.0,0.0,5.0,3.0
260780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135663,1.0,89.0,0.203075155277,2.0,0.0,3.0,0.0,0.0,1.0,0.0
29106,1.0,1730.0,2.96027830506,103.0,0.0,41.0,6.0,0.0,2.0,1.0
299271,1.0,131.0,0.276449281656,2.0,0.0,9.0,0.0,0.0,0.0,0.0
299272,11.0,207.0,0.952847311055,27.0,0.0,23.0,2.0,0.0,1.0,0.0
23757,19.0,577.0,2.10362073223,175.0,0.0,18.0,5.0,0.0,9.0,4.0
34123,8.0,464.0,1.26782132001,14.0,0.0,37.0,7.0,0.0,1.0,0.0
274630,0.0,19.0,0.0807644733117,0.0,0.0,1.0,0.0,0.0,0.0,0.0
145999,1.0,266.0,0.667352777359,16.0,0.0,31.0,2.0,0.0,0.0,0.0
105577,21.0,257.0,0.931978979675,7.0,0.0,18.0,4.0,0.0,2.0,0.0
73798,0.0,524.0,1.54678536604,7.0,68.0,0.0,1.0,0.0,0.0,0.0
22932,61.0,508.0,2.30016918464,4.0,0.0,45.0,4.0,0.0,0.0,3.0
13938,7.0,302.0,1.72577041214,212.0,0.0,7.0,0.0,0.0,10.0,3.0
