183,69877,D
183,122945,D
183,9298,D
183,68662,D
183,134115,F
183,23122,GK
183,13846,M
183,93160,M
183,13447,M
183,14000,M
183,105797,M/F
29,122980,D
29,23547,D
29,14244,D
29,19277,D
29,68049,D
29,73399,GK
29,66741,M
29,70676,M
29,89998,M
29,69517,M/F
29,34693,M/F
