30,322655,D
30,21778,D
30,83683,D
30,83532,F
30,25604,GK
30,131519,M
30,69344,M
30,117973,M
30,12187,M
30,91909,M/F
18,92550,D
18,141172,D
18,37204,D
18,136776,D
18,74921,F
18,29796,GK
18,101859,M
18,90780,M
18,123481,M
18,234363,M
18,86425,M/F
30,24711,D
