26,115726,D
26,10839,D
26,29106,D
26,136451,D
26,52197,GK
26,111212,M
26,4511,M
26,108226,M/F
26,96182,M/F
26,80767,M/F
26,109915,M/F
259,135727,D
259,33748,D
259,44847,D
259,34131,D
259,67491,F
259,317506,F
259,20973,GK
259,108176,M
259,13814,M
259,134459,M
259,90907,M
