175,27550,D
175,22079,D
175,91434,D
175,108724,D
175,25964,F
175,11530,GK
175,40036,M
175,36849,M
175,8507,M
175,188,M
175,35371,M/F
31,255961,D
31,107941,D
31,6105,D
31,43712,D
31,141469,F
31,110189,GK
31,5625,M
31,29544,M
31,316077,M
31,3859,M/F
31,69346,M/F
