Player_id, Others, Goalkeeper, Defender, Midfielder, Forward, Substitute
68393,0,0,19,3,0,16
316077,0,0,0,25,1,16
17708,0,39,0,0,0,0
107941,0,0,46,0,0,3
21742,0,0,6,5,0,17
107942,0,0,0,0,0,19
135366,0,0,0,10,2,5
11367,0,0,1,0,0,1
75138,0,0,0,29,0,8
74921,0,0,0,0,18,10
134115,0,0,0,0,21,10
130964,0,0,0,13,0,31
110154,0,0,0,0,0,5
35328,0,0,0,1,0,1
33404,0,0,0,6,40,4
33403,0,0,0,0,4,13
75919,0,0,7,6,0,2
88300,0,0,4,1,0,12
29796,0,55,0,0,0,0
107846,0,0,0,0,0,9
74586,0,1,0,0,0,17
33568,0,0,1,45,0,7
145277,0,0,0,5,0,3
9002,0,16,0,0,0,19
78193,0,0,0,0,0,3
5487,0,0,0,0,0,1
303387,0,0,0,0,0,2
122294,0,0,0,0,0,1
27586,0,0,40,1,0,3
77429,0,0,0,17,0,0
4759,0,0,0,11,15,19
109000,0,0,0,13,10,25
27421,0,0,15,0,0,1
6775,0,52,0,0,0,0
68659,0,0,0,37,0,3
68852,0,0,2,0,0,15
15834,0,0,0,10,15,19
332836,0,0,0,0,0,1
40036,0,0,0,34,1,7
83078,0,0,9,8,0,28
336915,0,0,0,2,0,11
330545,0,0,0,0,0,1
19859,0,0,41,0,0,5
86454,0,0,0,32,13,1
296522,0,0,0,0,0,1
122366,0,0,0,16,11,21
18296,0,0,38,6,0,1
82593,0,0,0,10,0,2
90802,0,0,0,12,0,19
22738,0,0,0,21,0,20
132360,0,0,16,0,0,0
333044,0,0,0,0,0,1
29545,0,9,0,0,0,0
29544,0,0,0,22,0,13
91434,0,0,37,4,0,12
66957,0,0,0,0,0,5
320639,0,0,0,0,0,2
20339,0,0,0,29,3,13
27512,0,0,0,0,0,3
297165,0,0,0,0,0,3
82923,0,0,0,13,7,4
135259,0,0,0,0,7,6
115726,0,0,27,9,0,5
101135,0,0,0,0,0,1
26236,0,1,0,0,0,52
1034,0,5,0,0,0,27
6321,0,0,0,3,0,23
111212,0,0,1,36,0,12
35174,0,0,1,35,1,17
34171,0,0,0,0,0,2
122945,0,0,26,0,0,19
13298,0,0,0,0,0,1
329842,0,0,0,0,0,2
30395,0,0,0,7,0,6
36096,0,0,36,0,0,2
141451,0,0,2,0,0,7
313672,0,0,1,0,0,8
42248,0,0,2,0,0,10
4835,0,0,0,12,0,2
4522,0,0,0,7,0,1
123167,0,0,7,0,0,23
38128,0,0,0,47,0,6
316858,0,0,0,0,0,2
141510,0,0,0,0,0,2
141512,0,0,0,8,3,3
288795,0,0,12,0,0,15
300299,0,0,0,15,12,27
107462,0,0,0,0,0,10
23736,0,0,0,0,12,29
34949,0,0,0,0,0,3
13797,0,2,0,0,0,20
13796,0,0,0,22,1,20
13798,0,0,0,0,17,31
66741,0,0,15,28,0,1
14013,0,0,0,0,0,3
323442,0,0,0,0,0,1
74606,0,0,5,0,0,17
254550,0,0,0,0,0,5
101859,0,0,0,17,0,27
8409,0,0,0,0,0,3
27188,0,0,0,4,0,12
93647,0,0,0,0,18,32
13814,0,0,0,2,5,15
104035,0,0,0,0,0,6
105962,0,0,3,1,0,0
75177,0,0,7,0,0,23
71327,0,0,1,0,0,1
85070,0,0,0,32,0,3
91267,0,0,0,6,3,17
90983,0,0,0,0,0,8
23072,0,0,49,3,0,2
42147,0,0,0,42,1,11
243548,0,0,0,7,0,8
84796,0,0,0,0,0,2
44687,0,0,26,0,0,16
25604,0,50,0,0,0,0
21427,0,0,0,0,10,5
74077,0,0,5,0,0,10
41065,0,0,0,5,0,8
108638,0,0,0,3,1,3
83683,0,0,1,5,0,7
134258,0,0,0,0,0,10
69945,0,0,45,0,0,0
14085,0,0,25,1,0,4
131519,0,0,0,33,17,3
141469,0,0,0,5,12,14
93160,0,0,0,25,1,21
5835,0,0,0,54,0,1
67491,0,0,0,4,21,6
9298,0,0,47,0,0,1
90278,0,0,0,4,0,7
18538,0,0,1,0,0,9
335107,0,0,0,0,0,9
20973,0,54,0,0,0,0
83456,0,0,17,0,0,13
83455,0,0,12,4,0,5
67327,0,0,10,0,0,24
18310,0,22,0,0,0,16
71174,0,0,0,33,0,18
280770,0,0,0,0,0,6
145940,0,0,0,2,0,28
327852,0,0,0,0,0,10
33930,0,0,30,0,0,11
28981,0,0,0,0,6,8
19545,0,47,0,0,0,0
27550,0,0,10,11,0,24
14268,0,0,0,8,0,1
22079,0,0,43,1,0,1
15764,0,0,54,0,0,0
26820,0,0,0,26,1,12
14260,0,0,0,0,36,11
303379,0,0,6,0,0,19
29463,0,0,0,5,18,28
136824,0,0,0,19,5,26
81523,0,17,0,0,0,0
29299,0,0,0,0,0,24
323564,0,0,0,0,0,9
44031,0,0,20,1,0,7
33477,0,0,9,0,0,5
312584,0,1,0,0,0,2
37204,0,0,35,0,0,20
8148,0,0,22,0,0,14
8222,0,0,33,12,0,0
260289,0,0,0,9,5,29
67300,0,8,0,0,0,30
24827,0,0,48,3,0,0
23446,0,0,3,0,0,12
111141,0,0,0,0,16,11
4567,0,0,0,0,0,4
332326,0,0,0,0,0,6
332325,0,0,1,2,0,18
91213,0,0,0,0,14,1
331515,0,0,0,0,0,3
116317,0,0,0,26,5,10
91762,0,0,0,0,0,2
259134,0,0,0,0,0,1
349444,0,0,0,0,0,1
11104,0,0,1,0,0,2
101550,0,0,13,0,0,29
331923,0,0,0,0,0,4
296870,0,0,0,0,0,1
2809,0,0,0,0,0,16
136742,0,0,0,0,0,2
136741,0,0,0,0,4,13
7895,0,8,0,0,0,39
43105,0,0,46,6,0,1
83532,0,0,0,1,44,1
7890,0,0,0,0,0,7
105171,0,0,11,0,0,2
105797,0,0,0,18,2,31
91909,0,0,0,21,12,20
121774,0,17,0,0,0,0
42915,0,0,0,4,1,27
31402,0,0,0,4,2,18
136356,0,0,0,12,0,4
338497,0,0,0,0,0,1
338496,0,0,0,0,1,0
338495,0,0,0,0,0,1
95408,0,0,32,0,0,2
92729,0,0,0,6,0,28
336237,0,0,0,0,0,1
336236,0,0,0,0,0,2
89401,0,0,0,45,0,5
338499,0,0,0,0,0,1
338498,0,0,0,0,0,1
25964,0,0,0,0,44,11
94030,0,0,3,0,0,29
5566,0,0,0,21,0,0
90780,0,0,0,51,0,0
333255,0,0,0,2,0,5
99487,0,0,42,0,0,9
31101,0,0,0,0,0,3
81026,0,0,0,13,33,5
10136,0,0,17,0,0,11
10133,0,55,0,0,0,0
244303,0,0,0,0,0,8
71381,0,0,0,5,2,26
5554,0,0,0,0,0,2
78498,0,0,0,0,53,1
34749,0,16,0,0,0,39
317243,0,0,0,10,0,20
19114,0,0,2,0,0,9
336285,0,0,0,0,0,1
78221,0,0,28,7,1,12
8137,0,0,1,0,0,8
33064,0,0,0,37,0,10
105172,0,0,0,28,0,23
15338,0,0,6,0,0,13
33386,0,0,0,0,23,22
70676,0,0,0,32,0,11
136464,0,0,0,0,0,1
23383,0,0,0,0,21,9
315543,0,0,0,0,0,11
315544,0,0,0,1,0,3
9795,0,0,0,0,0,2
80464,0,0,0,49,0,2
134459,0,0,2,39,3,8
238916,0,0,0,10,0,4
331254,0,0,0,0,0,3
115279,0,0,0,0,0,10
4905,0,0,19,0,0,5
131523,0,0,3,0,0,14
23957,0,0,15,0,0,1
81681,0,19,0,0,0,28
322418,0,0,0,0,0,7
10254,0,0,0,0,0,33
344380,0,0,0,0,0,1
4065,0,19,0,0,0,21
96182,0,0,0,1,47,4
69912,0,0,0,25,1,7
68662,0,0,49,0,0,5
33704,0,0,0,0,2,12
26013,0,0,0,23,8,17
29832,0,0,0,0,0,25
316536,0,0,0,0,0,1
70493,0,0,0,29,0,2
252285,0,0,0,0,0,2
42916,0,0,0,20,0,15
136776,0,0,5,0,0,5
8773,0,0,39,0,0,8
14255,0,0,0,0,11,16
80767,0,0,0,9,28,5
301029,0,0,0,0,0,17
12187,0,0,0,31,0,13
333311,0,0,1,1,0,5
97752,0,0,0,37,0,2
135179,0,0,0,0,0,10
97692,0,0,0,21,20,10
123481,0,0,0,9,0,5
93577,0,0,0,4,3,25
69609,0,0,0,5,0,2
32741,0,0,0,0,16,10
102248,0,2,0,0,0,3
29798,0,0,47,0,0,0
34214,0,0,29,0,0,2
6695,0,0,7,0,0,20
93473,0,0,0,22,0,8
104749,0,0,0,46,3,4
8176,0,0,0,0,0,6
294139,0,0,3,0,0,12
124316,0,0,25,0,0,5
118303,0,0,10,3,0,15
5641,0,0,1,15,8,13
25241,0,0,12,1,0,8
25244,0,0,0,11,37,4
52197,0,43,0,0,0,11
288783,0,0,0,0,0,2
42705,0,0,0,0,16,12
105720,0,13,0,0,0,15
302862,0,0,0,0,0,2
90907,0,0,0,31,0,4
4511,0,0,35,8,0,10
70033,0,0,23,0,0,24
35003,0,0,0,0,11,2
302313,0,0,0,0,0,1
302312,0,0,0,0,0,1
67424,0,0,0,10,0,4
21814,0,0,0,0,0,2
136457,0,0,1,0,0,2
69738,0,0,1,22,0,26
141486,0,0,0,5,1,11
97803,0,0,0,0,3,48
91879,0,0,1,0,0,1
234363,0,0,0,11,8,21
101862,0,0,0,1,5,18
31451,0,0,6,6,0,23
14000,0,0,0,23,0,16
349891,0,0,0,0,0,1
338119,0,0,0,0,0,1
117973,0,0,30,20,0,4
104732,0,1,0,0,0,0
333888,0,0,0,0,0,1
21499,0,0,28,16,0,3
14199,0,22,0,0,0,25
86441,0,0,17,0,0,0
303743,0,0,2,2,0,18
22820,0,0,0,0,8,9
24400,0,0,0,6,10,15
84008,0,0,0,47,0,4
330818,0,0,0,0,1,17
38577,0,0,0,0,0,25
12417,0,0,0,7,0,19
249848,0,0,0,0,0,1
90996,0,0,0,2,1,9
136451,0,0,11,0,0,9
79554,0,52,0,0,0,0
8484,0,0,25,0,0,3
136456,0,0,0,10,0,14
136455,0,0,0,0,0,15
25832,0,0,0,0,37,14
251136,0,0,0,0,0,2
338500,0,0,0,0,0,1
136459,0,0,0,0,2,15
145427,0,0,0,0,0,5
25931,0,0,48,6,0,1
